SPCD,SPECIES_SYMBOL,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,CORDS_TO_GREEN_TONS,MBF_TO_GREEN_TONS,DRYWT_TO_GREENWT_CONVERSION
7598,LUNE4,Egg Fruit / Canistel,Lucuma,nervosa,NA,NA,1.93,3.86,1.76
7600,LUSP11,luehea,Luehea,speciosa,NA,NA,2.96,5.92,1.76
7602,LULI8,"bakauaine, nana",Lumnitzera,littorea,NA,NA,1.88,3.76,1.76
7604,LUNAN,lunania,Lunania,spp.,NA,NA,2.96,5.92,1.76
7606,LUEK,Lunania ekmanii,Lunania,ekmanii,NA,NA,2.96,5.92,1.76
7608,LYRU2,St. Thomas staggerbush,Lyonia,rubiginosa,NA,NA,2.96,5.92,1.76
7614,MAIN8,"macadamia nut tree, pengua",Macadamia,integrifolia,NA,NA,1.63,3.26,1.76
7616,MACAD,Macadamia,Macadamia,spp.,NA,NA,1.63,3.26,1.76
7617,MATE16,Macadamia Nut,Macadamia,tetraphylla,NA,NA,1.63,3.26,1.76
7618,MACA25,bedel,Macaranga,carolinensis,NA,NA,0.93,1.86,1.76
7619,MAGR,Macaranga grayana,Macaranga,grayana,NA,NA,0.93,1.86,1.76
7620,MAHA9,lau pata,Macaranga,harveyana,NA,NA,0.93,1.86,1.76
7621,MAMA28,pengua,Macaranga,mappa,NA,NA,0.76,1.52,1.76
7623,MACAR,macaranga,Macaranga,spp.,NA,NA,0.93,1.86,1.76
7625,MAST7,lau fatu,Macaranga,stipulosa,NA,NA,0.93,1.86,1.76
7626,MATA3,parasol leaf tree,Macaranga,tanarius,NA,NA,1.21,2.42,1.76
7627,MATH3,Macaranga thompsonii,Macaranga,thompsonii,NA,NA,0.93,1.86,1.76
7628,MALU2,palo de hoz,Machaerium,lunatum,NA,NA,2.96,5.92,1.76
7630,MAPO6,Puerto Rico alfilerillo,Machaonia,portoricensis,NA,NA,2.96,5.92,1.76
7632,MATI3,Maclura tinctoria,Maclura,tinctoria,NA,NA,2.96,5.92,1.76
7633,MAEM2,umbrella-tree,Maesopsis,eminii,NA,NA,2.96,5.92,1.76
7635,MAPO2,Puerto Rico magnolia,Magnolia,portoricensis,NA,NA,2.96,5.92,1.76
7636,MASP,laurel magnolia,Magnolia,splendens,NA,NA,2.96,5.92,1.76
7638,MAPA6,Mallotus palauensis,Mallotus,palauensis,NA,NA,1.38,2.76,1.76
7639,MAPH4,kamala tree,Mallotus,philippensis,NA,NA,1.57,3.14,1.76
7641,MALLO,mallotus,Mallotus,spp.,NA,NA,1.38,2.76,1.76
7642,MATI4,Mallotus tiliifolius,Mallotus,tiliifolius,NA,NA,1.38,2.76,1.76
7643,MACO11,Singapore holly,Malpighia,coccigera,NA,NA,2.96,5.92,1.76
7644,MAEM,Barbados cherry,Malpighia,emarginata,NA,NA,2.96,5.92,1.76
7645,MAFU2,palo bronco,Malpighia,fucata,NA,NA,2.96,5.92,1.76
7646,MAGL6,wild crapemyrtle,Malpighia,glabra,NA,NA,2.96,5.92,1.76
7647,MAIN5,cowhage cherry,Malpighia,infestissima,NA,NA,2.96,5.92,1.76
7648,MALI2,bastard cherry,Malpighia,linearis,NA,NA,2.96,5.92,1.76
7649,MABA,Siberian crab apple,Malus,baccata,NA,NA,3.49,6.98,1.77
7650,MAFL80,Japanese flowering crab apple,Malus,floribunda,NA,NA,3.49,6.98,2
7651,MAPU,paradise apple,Malus,pumila,NA,NA,3.49,6.98,2
7652,MAAM2,mammee apple,Mammea,americana,NA,NA,2.96,5.92,1.76
7653,MAGL12,manapau,Mammea,glauca,NA,NA,2.42,4.84,1.76
7654,MAOD2,chopak,Mammea,odorata,NA,NA,1.81,3.62,1.76
7655,MAMME,Mammea,Mammea,spp.,NA,NA,1.81,3.62,1.76
7657,MAMI3,kanit,Mangifera,minor,NA,NA,1.48,2.96,1.76
7658,MAOD,saipan mango,Mangifera,odorata,NA,NA,1.26,2.52,1.76
7659,MANGI,mango,Mangifera,spp.,NA,NA,1.45,2.9,1.76
7660,MAGL5,ceara rubbertree,Manihot,glaziovii,NA,NA,1.35,2.7,1.76
7661,MANIH,manihot,Manihot,spp.,NA,NA,1.35,2.7,1.76
7662,MABI5,bulletwood,Manilkara,bidentata,NA,NA,2.96,5.92,1.76
7663,MABIS,Surinam bulletwood,Manilkara,bidentata,NA,surinamensis,2.96,5.92,1.76
7664,MADI14,pani,Manilkara,dissecta,NA,NA,2.44,4.88,1.76
7666,MAHO5,kohle,Manilkara,hoshinoi,NA,NA,2.44,4.88,1.76
7667,MAJA2,wild dilly,Manilkara,jaimiqui,NA,NA,2.96,5.92,1.76
7669,MAPL2,zapote de costa,Manilkara,pleeana,NA,NA,2.96,5.92,1.76
7671,MANIL,Manilkara,Manilkara,spp.,NA,NA,2.44,4.88,1.76
7672,MAUD,udeuid,Manilkara,udoido,NA,NA,2.44,4.88,1.76
7673,MAVA3,nisperillo,Manilkara,valenzuela,NA,NA,2.96,5.92,1.76
7674,MAZA,sapodilla,Manilkara,zapota,NA,NA,2.96,5.92,1.76
7677,MARA3,palo de cana,Mappia,racemosa,NA,NA,2.96,5.92,1.76
7679,MACO,"bkau, apgau",Maranthes,corymbosa,NA,NA,2.16,4.32,1.76
7680,MAFR11,dermarm,Marattia,fraxinea,NA,NA,1.4,2.8,1.76
7682,MANO,bastard hogberry,Margaritaria,nobilis,NA,NA,2.96,5.92,1.76
7684,MASI3,beruquillo,Marlierea,sintenisii,NA,NA,2.96,5.92,1.76
7688,MAAP5,Matayba apetala,Matayba,apetala,NA,NA,2.96,5.92,1.76
7689,MADO2,negra lora,Matayba,domingensis,NA,NA,2.96,5.92,1.76
7695,MACY2,Caribbean mayten,Maytenus,cymosa,NA,NA,2.96,5.92,1.76
7697,MAEL3,Puerto Rico mayten,Maytenus,elongata,NA,NA,2.96,5.92,1.76
7698,MALA8,white cinnamon,Maytenus,laevigata,NA,NA,2.96,5.92,1.76
7699,MAPO5,ponce mayten,Maytenus,ponceana,NA,NA,2.96,5.92,1.76
7700,MATH4,luluhut,Maytenus,thompsonii,NA,NA,2.11,4.22,1.76
7702,MELA7,Mecranium latifolium,Mecranium,latifolium,NA,NA,2.96,5.92,1.76
7704,MECA21,Medusanthera carolinensis,Medusanthera,carolinensis,NA,NA,1.1,2.2,1.76
7705,MESA11,matamo,Medusanthera,samoensis,NA,NA,1.1,2.2,1.76
7706,MEDUS2,Medusanthera,Medusanthera,spp.,NA,NA,1.1,2.2,1.76
7709,MELAL,melaleuca,Melaleuca,spp.,NA,NA,1.87,3.74,1.76
7710,MEMU10,alom,Melanolepis,multiglandulosa,NA,NA,0.96,1.92,1.76
7712,MECA9,Melastoma candidum,Melastoma,candidum,NA,NA,1.29,2.58,1.76
7713,MESA3,Melastoma sanguineum,Melastoma,sanguineum,NA,NA,1.29,2.58,1.76
7716,MELIA,melia,Melia,spp.,NA,NA,1.18,2.36,1.76
7717,MEBI,Spanish lime,Melicoccus,bijugatus,NA,NA,2.96,5.92,1.76
7719,MEAN3,mokihana,Melicope,anisata,NA,NA,1.28,2.56,1.76
7720,MEBA2,Ballous melicope,Melicope,balloui,NA,NA,1.28,2.56,1.76
7721,MEBA3,uahiapele,Melicope,barbigera,NA,NA,1.28,2.56,1.76
7722,MECH2,Waianae Range melicope,Melicope,christophersenii,NA,NA,1.28,2.56,1.76
7723,MECI6,manena,Melicope,cinerea,NA,NA,1.28,2.56,1.76
7724,MECL,kukaemoa,Melicope,clusiifolia,NA,NA,1.28,2.56,1.76
7725,MECR5,piloula,Melicope,cruciata,NA,NA,1.28,2.56,1.76
7726,MEEL2,leiohiiaka,Melicope,elliptica,NA,NA,1.28,2.56,1.76
7727,MEHA7,Haleakala melicope,Melicope,haleakalae,NA,NA,1.28,2.56,1.76
7728,MEHA3,Haupa Mountain melicope,Melicope,haupuensis,NA,NA,1.28,2.56,1.76
7729,MEHA4,mokihana kukae moa,Melicope,hawaiensis,NA,NA,1.28,2.56,1.76
7730,MEHI6,Monoa melicope,Melicope,hiiakae,NA,NA,1.28,2.56,1.76
7731,MEHO2,Honolulu melicope,Melicope,hosakae,NA,NA,1.28,2.56,1.76
7732,MEKA2,Kaala melicope,Melicope,kaalaensis,NA,NA,1.28,2.56,1.76
7733,MEKN,Olokele Valley melicope,Melicope,knudsenii,NA,NA,1.28,2.56,1.76
7734,MEMA6,Kaholuamanu melicope,Melicope,macropus,NA,NA,1.28,2.56,1.76
7735,MEMA7,Makaha Valley melicope,Melicope,makahae,NA,NA,1.28,2.56,1.76
7736,MEMO6,Molokai melicope,Melicope,molokaiensis,NA,NA,1.28,2.56,1.76
7737,MEMU4,alani,Melicope,mucronulata,NA,NA,1.28,2.56,1.76
7738,MEOA,Oahu melicope,Melicope,oahuensis,NA,NA,1.28,2.56,1.76
7739,MEOB4,Makawao melicope,Melicope,obovata,NA,NA,1.28,2.56,1.76
7740,MEOR4,Honokahua melicope,Melicope,orbicularis,NA,NA,1.28,2.56,1.76
7741,MEOV,Hana melicope,Melicope,ovalis,NA,NA,1.28,2.56,1.76
7742,MEOV2,eggshape melicope,Melicope,ovata,NA,NA,1.28,2.56,1.76
7743,MEPA6,pale melicope,Melicope,pallida,NA,NA,1.28,2.56,1.76
7744,MEPA7,Lihue melicope,Melicope,paniculata,NA,NA,1.28,2.56,1.76
7745,MEPE9,boxfruit alani,Melicope,peduncularis,NA,NA,1.28,2.56,1.76
7746,MEPS,Kohala Summit melicope,Melicope,pseudoanisata,NA,NA,1.28,2.56,1.76
7747,MEPU4,hairy melicope,Melicope,puberula,NA,NA,1.28,2.56,1.76
7748,MEQU3,fourangle melicope,Melicope,quadrangularis,NA,NA,1.28,2.56,1.76
7749,MERA2,kapu melicope,Melicope,radiata,NA,NA,1.28,2.56,1.76
7750,MERE8,soopini,Melicope,latifolia,NA,NA,1.12,2.24,1.76
7751,MERO3,roundleaf melicope,Melicope,rotundifolia,NA,NA,1.28,2.56,1.76
7752,MESA4,St. Johns melicope,Melicope,saint-johnii,NA,NA,1.28,2.56,1.76
7753,MESA5,Mt. Kaala melicope,Melicope,sandwicensis,NA,NA,1.28,2.56,1.76
7754,MELIC3,melicope,Melicope,spp.,NA,NA,1.28,2.56,1.76
7755,MEVO,volcanic melicope,Melicope,volcanica,NA,NA,1.28,2.56,1.76
7756,MEWA2,alani wai,Melicope,waialealae,NA,NA,1.28,2.56,1.76
7757,MEWA4,Monoa melicope,Melicope,wawraeana,NA,NA,1.28,2.56,1.76
7758,MEZA,kipuka piaula,Melicope,zahlbruckneri,NA,NA,1.28,2.56,1.76
7759,MESA9,samoensis,Melicytus,samoensis,NA,NA,1.64,3.28,1.76
7763,MEHE,aguacatillo,Meliosma,herbertii,NA,NA,2.96,5.92,1.76
7764,MEOB2,cacaillo,Meliosma,obtusifolia,NA,NA,2.96,5.92,1.76
7766,MEAR16,mao,Melochia,aristata,NA,NA,0.9,1.8,1.76
7767,MELOC,melochia,Melochia,spp.,NA,NA,0.9,1.8,1.76
7768,METO4,teabush,Melochia,tomentosa,NA,NA,2.96,5.92,1.76
7769,MEUM3,hierba del soldado,Melochia,umbellata,NA,NA,0.9,1.8,1.76
7770,MEVIC4,sayafe spp.,Melochia,villosissima,compacta,NA,0.9,1.8,1.76
7771,MEVIV,sayafe,Melochia,villosissima,villosissima,NA,1.24,2.48,1.76
7774,MEME12,faniok,Merrilliodendron,megacarpum,NA,NA,1.58,3.16,1.76
7776,MEMA16,fagufagu,Meryta,macrophylla,NA,NA,1.15,2.3,1.76
7777,MESE11,omechidel,Meryta,senfftiana,NA,NA,1.15,2.3,1.76
7778,MERYT,Meryta,Meryta,spp.,NA,NA,1.15,2.3,1.76
7781,MEPOP2,collina,Metrosideros,collina,NA,NA,2.14,4.28,1.76
7782,MEMA4,ohia,Metrosideros,macropus,NA,NA,1.94,3.88,1.76
7783,MEPO5,ohia lehua,Metrosideros,polymorpha,NA,NA,1.94,3.88,1.76
7792,MERU2,lehua papa,Metrosideros,rugosa,NA,NA,2.02,4.04,1.76
7793,METRO,lehua,Metrosideros,spp.,NA,NA,2.02,4.04,1.76
7794,METR5,lehua ahihi,Metrosideros,tremuloides,NA,NA,2.02,4.04,1.76
7795,MEWA,Kauai bottlebrush,Metrosideros,waialealae,NA,NA,2.02,4.04,1.76
7798,MEAM4,ivory-nut palm,Metroxylon,amicarum,NA,NA,1.35,2.7,1.76
7799,MESA7,sago palm,Metroxylon,sagu,NA,NA,1.35,2.7,1.76
7800,METRO2,Metroxylon,Metroxylon,spp.,NA,NA,1.35,2.7,1.76
7801,MICH4,Orange Champak,Michelia,champaca,NA,NA,1.26,2.52,1.76
7803,MILA10,hairy johnnyberry,Miconia,lanata,NA,NA,2.96,5.92,1.76
7804,MIAF,saquiyac,Miconia,affinis,NA,NA,2.96,5.92,1.76
7805,MICA20,velvet tree,Miconia,calvescens,NA,NA,1.12,2.24,1.76
7806,MIFO,Puerto Rico johnnyberry,Miconia,foveolata,NA,NA,2.96,5.92,1.76
7807,MIIM,camasey de costilla,Miconia,impetiolaris,NA,NA,2.96,5.92,1.76
7808,MILA8,smooth johnnyberry,Miconia,laevigata,NA,NA,2.96,5.92,1.76
7810,MIMI3,camasey cuatrocanales,Miconia,mirabilis,NA,NA,2.96,5.92,1.76
7812,MIPA7,camasey racimoso,Miconia,pachyphylla,NA,NA,2.96,5.92,1.76
7813,MIPR3,granadillo bobo,Miconia,prasina,NA,NA,2.96,5.92,1.76
7814,MIPU9,auquey,Miconia,punctata,NA,NA,2.96,5.92,1.76
7815,MIPY2,ridge johnnyberry,Miconia,pycnoneura,NA,NA,2.96,5.92,1.76
7816,MIRA2,camasey felpa,Miconia,racemosa,NA,NA,2.96,5.92,1.76
7817,MIRU4,peralejo,Miconia,rubiginosa,NA,NA,2.96,5.92,1.76
7818,MISE2,jau jau,Miconia,serrulata,NA,NA,2.96,5.92,1.76
7819,MISI2,mountain johnnyberry,Miconia,sintenisii,NA,NA,2.96,5.92,1.76
7821,MISU3,forest johnnyberry,Miconia,subcorymbosa,NA,NA,2.96,5.92,1.76
7822,MITE4,rajador,Miconia,tetrandra,NA,NA,2.96,5.92,1.76
7823,MITH,camasey tomaso,Miconia,thomasiana,NA,NA,2.96,5.92,1.76
7824,MIMI23,talafulu,Micromelum,minutum,NA,NA,1.85,3.7,1.76
7828,MIGA,caimitillo verde,Micropholis,garciniifolia,NA,NA,2.96,5.92,1.76
7829,MIGU2,Micropholis guyanensis,Micropholis,guyanensis,NA,NA,2.96,5.92,1.76
7831,MIPI9,pinnata,Millettia,pinnata,NA,NA,2.04,4.08,1.76
7833,MIAR4,elegant mimosa,Mimosa,arenosa,NA,NA,2.96,5.92,1.76
7835,MIEL4,"bulletwood, elengi",Mimusops,elengi,NA,NA,2.3,4.6,1.76
7839,MONOD,monodora,Monodora,spp.,NA,NA,2.96,5.92,1.76
7841,MOHI,treedaisy,Montanoa,hibiscifolia,NA,NA,1.83,3.66,1.76
7842,MONTA,montanoa,Montanoa,spp.,NA,NA,1.83,3.66,1.76
7845,MOCE2,Morella cerifera,Morella,cerifera,NA,NA,2.96,5.92,2
7846,MOFA,firetree,Morella,faya,NA,NA,1.52,3.04,1.76
7847,MOHO3,Morella holdridgeana,Morella,holdridgeana,NA,NA,2.96,5.92,1.76
7848,MOREL2,bayberry,Morella,spp.,NA,NA,1.52,3.04,1.76
7849,MOCI3,Indian mulberry,Morinda,citrifolia,NA,NA,2.96,5.92,1.76
7850,MOLA12,kesengelngel,Morinda,latibractea,NA,NA,1.38,2.76,1.76
7851,MOPE2,Morinda pedunculata,Morinda,pedunculata,NA,NA,1.38,2.76,1.76
7852,MORIN,morinda,Morinda,spp.,NA,NA,1.38,2.76,1.76
7853,MOTR,noni kuahiwi,Morinda,trimera,NA,NA,1.38,2.76,1.76
7855,MOOL,horseradishtree,Moringa,oleifera,NA,NA,2.96,5.92,1.76
7857,MOAM,ratapple,Morisonia,americana,NA,NA,2.96,5.92,1.76
7861,MYLA5,ngaio tree,Myoporum,laetum,NA,NA,2.96,5.92,1.76
7862,MODO2,murta,Mouriri,domingensis,NA,NA,2.96,5.92,1.76
7863,MOHE,mameyuelo,Mouriri,helleri,NA,NA,2.96,5.92,1.76
7865,MURA3,falseohe,Munroidendron,racemosum,NA,NA,1.15,2.3,1.76
7867,MUCA4,strawberrytree,Muntingia,calabura,NA,NA,2.96,5.92,1.76
7868,MUNTI,muntingia,Muntingia,spp.,NA,NA,0.84,1.68,1.76
7869,MUEX2,Murraya exotica,Murraya,exotica,NA,NA,2.96,5.92,1.76
7870,MUKO,Murraya koenigii,Murraya,koenigii,NA,NA,1.79,3.58,1.76
7872,MUPA3,French plantain,Musa,x paradisiaca,NA,NA,1.4,2.8,1.76
7873,MUCO8,bungeltuu,Musa,coccinea,NA,NA,1.4,2.8,1.76
7874,MUNA,tama,Musa,nana,NA,NA,1.4,2.8,1.76
7875,MUSA,tuu banana,Musa,sapientum,NA,NA,1.4,2.8,1.76
7876,MUSA2,meia,Musa,spp.,NA,NA,1.4,2.8,1.76
7877,MUTE6,blantalos,Musa,textilis,NA,NA,1.4,2.8,1.76
7878,MUTI,tikap,Musa,tikap,NA,NA,1.4,2.8,1.76
7879,MUTR2,fei banana,Musa,troglodytarum,NA,NA,1.4,2.8,1.76
7880,MUFR3,Mussaenda frondosa,Mussaenda,frondosa,NA,NA,1.83,3.66,1.76
7881,MURA5,aloalo vao,Mussaenda,raiateensis,NA,NA,1.83,3.66,1.76
7882,MUSSA,Mussaenda,Mussaenda,spp.,NA,NA,1.83,3.66,1.76
7883,MYSA,naio,Myoporum,sandwicense,NA,NA,2.47,4.94,1.76
7884,MYOPO,myoporum,Myoporum,spp.,NA,NA,2.47,4.94,1.76
7886,MYCI,red rodwood,Myrcia,citrifolia,NA,NA,2.96,5.92,1.76
7887,MYDE,cieneguillo,Myrcia,deflexa,NA,NA,2.96,5.92,1.76
7888,MYFA3,curame,Myrcia,fallax,NA,NA,2.96,5.92,1.76
7889,MYLE,guayabacon,Myrcia,leptoclada,NA,NA,2.96,5.92,1.76
7890,MYPA,ausu,Myrcia,paganii,NA,NA,2.96,5.92,1.76
7891,MYSP,punchberry,Myrcia,splendens,NA,NA,2.96,5.92,1.76
7892,MYRCI,rodwood,Myrcia,spp.,NA,NA,2.3,4.6,1.76
7893,MYFR,twinberry,Myrcianthes,fragrans,NA,NA,2.96,5.92,1.76
7894,MYCA9,jaboticaba,Myrciaria,cauliflora,NA,NA,2.96,5.92,1.76
7895,MYFL,guavaberry,Myrciaria,floribunda,NA,NA,2.96,5.92,1.76
7899,MYRU3,"yamamomo, strawberry tree",Myrica,rubra,NA,NA,1.95,3.9,1.76
7900,MYRIC,sweetgale,Myrica,spp.,NA,NA,1.52,3.04,1.76
7902,MYHY2,atoneulu,Myristica,hypargyraea,NA,NA,1.24,2.48,1.76
7903,MYIN3,adepurot,Myristica,insularis,NA,NA,1.24,2.48,1.76
7904,MYRIS,Myristica,Myristica,spp.,NA,NA,1.24,2.48,1.76
7905,MYFR2,cercipo,Myrospermum,frutescens,NA,NA,2.96,5.92,1.76
7906,MYIN4,Myristica inutilis,Myristica,inutilis,NA,NA,1.24,2.48,1.76
7907,MYBA3,balsam of Tolu,Myroxylon,balsamum,NA,NA,2.96,5.92,1.76
7910,MYAL4,forest colicwood,Myrsine,alyxifolia,NA,NA,1.49,2.98,1.76
7911,MYCO2,leathery colicwood,Myrsine,coriacea,NA,NA,2.96,5.92,1.76
7912,MYCU2,Myrsine cubana,Myrsine,cubana,NA,NA,2.96,5.92,1.76
7913,MYDE2,summit colicwood,Myrsine,degeneri,NA,NA,2.11,4.22,1.76
7914,MYEM,mountain colicwood,Myrsine,emarginata,NA,NA,2.11,4.22,1.76
7915,MYFE,streambank colicwood,Myrsine,fernseei,NA,NA,2.11,4.22,1.76
7916,MYFO,Koolau Range colicwood,Myrsine,fosbergii,NA,NA,2.11,4.22,1.76
7918,MYHE3,Wahiawa Bog colicwood,Myrsine,helleri,NA,NA,2.11,4.22,1.76
7919,MYKA,Kauai colicwood,Myrsine,kauaiensis,NA,NA,2.11,4.22,1.76
7920,MYKN,Kokee colicwood,Myrsine,knudsenii,NA,NA,2.11,4.22,1.76
7921,MYLA3,Lanai colicwood,Myrsine,lanaiensis,NA,NA,1.49,2.98,1.76
7922,MYLE2,kolea lau nui,Myrsine,lessertiana,NA,NA,1.49,2.98,1.76
7923,MYME2,Hanapepe River colicwood,Myrsine,mezii,NA,NA,2.11,4.22,1.76
7924,MYPE3,swamp colicwood,Myrsine,petiolata,NA,NA,2.11,4.22,1.76
7925,MYPU2,Molokai colicwood,Myrsine,pukooensis,NA,NA,2.11,4.22,1.76
7926,MYSA2,kokea lau lii,Myrsine,sandwicensis,NA,NA,1.49,2.98,1.76
7927,MYRSI,colicwood,Myrsine,spp.,NA,NA,1.49,2.98,1.76
7928,MYWA,Mt. Kahili colicwood,Myrsine,wawraea,NA,NA,2.11,4.22,1.76
7929,MYPA7,Myrsine palauensis,Myrsine,palauensis,NA,NA,2.22,4.44,1.76
7932,NECO,Nectandra coriacea,Nectandra,coriacea,NA,NA,2.96,5.92,1.76
7933,NEHI2,shinglewood,Nectandra,hihua,NA,NA,2.96,5.92,1.76
7934,NEKR,Nectandra krugii,Nectandra,krugii,NA,NA,2.96,5.92,1.76
7935,NEME3,Nectandra membranacea,Nectandra,membranacea,NA,NA,2.96,5.92,1.76
7936,NEPA4,Nectandra patens,Nectandra,patens,NA,NA,2.96,5.92,1.76
7939,NETU,Nectandra turbacensis,Nectandra,turbacensis,NA,NA,2.96,5.92,1.76
7940,NEBU,saltwood,Neea,buxifolia,NA,NA,2.96,5.92,1.76
7942,NEOP,fao,Neisosperma,oppositifolia,NA,NA,1.49,2.98,1.76
7944,NECA7,kadam,Neolamarckia,cadamba,NA,NA,2.96,5.92,1.76
7946,NERE2,aquilon,Neolaugeria,resinosa,NA,NA,2.96,5.92,1.76
7948,NEFO2,afa,Neonauclea,forsteri,NA,NA,1.88,3.76,1.76
7952,NELA7,Rambutan,Nephelium,lappaceum,NA,NA,1.73,3.46,1.76
7953,NERA3,pulasan,Nephelium,ramboutan-ake,NA,NA,2.96,5.92,1.76
7954,NEME5,maaloa,Neraudia,melastomifolia,NA,NA,0.96,1.92,1.76
7956,NEOL,oleander,Nerium,oleander,NA,NA,2.96,5.92,1.76
7958,NEPO,keahi,Nesoluma,polynesicum,NA,NA,1.93,3.86,1.76
7960,NESA2,Hawaii olive,Nestegis,sandwicensis,NA,NA,1.86,3.72,1.76
7961,NESTE,nestegis,Nestegis,spp.,NA,NA,1.86,3.72,1.76
7962,NECE,"kalm, aralm",Neuburgia,celebica,NA,NA,0.96,1.92,1.76
7964,NIGL,tree tobacco,Nicotiana,glauca,NA,NA,1.24,2.48,1.76
7965,NICOT,tobacco,Nicotiana,spp.,NA,NA,1.24,2.48,1.76
7966,NOBR2,smallflower aiea,Nothocestrum,breviflorum,NA,NA,1.24,2.48,1.76
7967,NOLA,broadleaf aiea,Nothocestrum,latifolium,NA,NA,1.24,2.48,1.76
7968,NOLO,longleaf aiea,Nothocestrum,longifolium,NA,NA,1.24,2.48,1.76
7969,NOPE,Oahu aiea,Nothocestrum,peltatum,NA,NA,1.24,2.48,1.76
7970,NOTHO3,aiea,Nothocestrum,spp.,NA,NA,1.24,2.48,1.76
7971,NOHU,kaala rockwort,Nototrichium,humile,NA,NA,1.35,2.7,1.76
7972,NOSA,Hawaii rockwort,Nototrichium,sandwicense,NA,NA,1.35,2.7,1.76
7974,NYFR2,"toechel, teuechel",Nypa,fruticans,NA,NA,1.35,2.7,1.76
7976,OCMO4,African bird's-eye bush,Ochna,mossambicensis,NA,NA,2.96,5.92,1.76
7977,OCHNA,ochna,Ochna,spp.,NA,NA,2.09,4.18,1.76
7978,OCTH,Thomas birds-eye bush,Ochna,thomasiana,NA,NA,2.09,4.18,1.76
7980,OCPY,Ochroma pyramidale,Ochroma,pyramidale,NA,NA,2.96,5.92,1.76
7982,OCCO,holei,Ochrosia,compta,NA,NA,1.29,2.58,1.76
7983,OCHA,island yellowwood,Ochrosia,haleakalae,NA,NA,1.29,2.58,1.76
7984,OCKA,Kauai yellowwood,Ochrosia,kauaiensis,NA,NA,1.29,2.58,1.76
7985,OCKI,Hawaii yellowwood,Ochrosia,kilaueaensis,NA,NA,1.29,2.58,1.76
7986,OCHRO2,yellowwood,Ochrosia,spp.,NA,NA,1.29,2.58,1.76
7987,OCMA2,langiti,Ochrosia,mariannensis,NA,NA,1.29,2.58,1.76
7990,OCFL,laurel espada,Ocotea,floribunda,NA,NA,2.96,5.92,1.76
7991,OCFO,black sweetwood,Ocotea,foeniculacea,NA,NA,2.96,5.92,1.76
7994,OCLE,loblolly sweetwood,Ocotea,leucoxylon,NA,NA,2.96,5.92,1.76
7996,OCMO,nemoca,Ocotea,moschata,NA,NA,2.96,5.92,1.76
7997,OCNE,laurel sassafras,Ocotea,nemodaphne,NA,NA,2.96,5.92,1.76
7999,OCPO,laurel de paloma,Ocotea,portoricensis,NA,NA,2.96,5.92,1.76
8000,OLNE,oleandra fern,Oleandra,neriiformis,NA,NA,1.4,2.8,1.76
8001,OCSP,nemoca cimarrona,Ocotea,spathulata,NA,NA,2.96,5.92,1.76
8003,OCWR,Wright's laurel canelon,Ocotea,wrightii,NA,NA,2.96,5.92,1.76
8004,OLEU,olive,Olea,europaea,NA,NA,2.96,5.92,1.76
8007,OLEA,olive,Olea,spp.,NA,NA,2.11,4.22,1.76
8008,HOAC4,fanuamamala,Homalanthus,acuminatus,NA,NA,0.77,1.54,1.76
8009,HONU3,fanuamamala,Homalanthus,nutans,NA,NA,0.77,1.54,1.76
8010,HOMAL6,Homalanthus,Homalanthus,spp.,NA,NA,0.77,1.54,1.76
8011,OPPA4,Ophiorrhiza palauensis,Ophiorrhiza,palauensis,NA,NA,1.24,2.48,1.76
8013,OPCO4,cochineal nopal cactus,Opuntia,cochenillifera,NA,NA,1.52,3.04,1.76
8014,OPFI,tuna cactus,Opuntia,ficus-indica,NA,NA,1.52,3.04,1.76
8015,OPMO5,common pricklypear,Opuntia,monacantha,NA,NA,1.52,3.04,1.76
8018,OPUNT,pricklypear,Opuntia,spp.,NA,NA,1.52,3.04,1.76
8019,ORCA12,"amansis, edebsungelked, necklace bead tree",Ormosia,calavensis,NA,NA,1.21,2.42,1.76
8020,ORKR,peronia,Ormosia,krugii,NA,NA,2.96,5.92,1.76
8022,OSOL,kesiamel,Osmoxylon,oliveri,NA,NA,1.04,2.08,1.76
8023,OSPA,kesiamel,Osmoxylon,pachyphyllum,NA,NA,1.04,2.08,1.76
8024,OSMOX,Osmoxylon,Osmoxylon,spp.,NA,NA,1.04,2.08,1.76
8027,OTRH,pincho palo de rosa,Ottoschulzia,rhodoxylon,NA,NA,2.96,5.92,1.76
8029,OUIL,chicharron amarillo,Ouratea,ilicifolia,NA,NA,2.96,5.92,1.76
8030,OULI,abey amarillo,Ouratea,littoralis,NA,NA,2.96,5.92,1.76
8032,OUST,guanabanilla,Ouratea,striata,NA,NA,2.96,5.92,1.76
8033,OXLA4,blacklancewood,Oxandra,lanceolata,NA,NA,2.96,5.92,1.76
8034,OXLA5,haya,Oxandra,laurifolia,NA,NA,2.96,5.92,1.76
8036,PAAQ2,"miich era ngebard, guiana chestnut",Pachira,aquatica,NA,NA,1.04,2.08,1.76
8037,PAIN7,wild chestnut,Pachira,insignis,NA,NA,2.96,5.92,1.76
8044,PAST24,gasu,Palaquium,stehlinii,NA,NA,1.21,2.42,1.76
8045,PAAL9,tafetan,Palicourea,alpina,NA,NA,2.96,5.92,1.76
8047,PACR3,red cappel,Palicourea,crocea,NA,NA,2.96,5.92,1.76
